PRODUCCI�N PESQUERA DE AT�N REPORTADA EN AVISOS DE ARRIBO 2012 - 2019/P,,,,,,,,,,,,,
FOLIO AVISO,RNP ACTIVO,NOMBRE ACTIVO,NOMBRE OFICINA,A�O CORTE,NOMBRE PRINCIPAL,NOMBRE ESTADO,NOMBRE ESPECIE,MES CORTE,NOMBRE SITIO DESEMBARQUE, PESO DESEMBARCADO (KILOGRAMOS), PESO VIVO (KILOGRAMOS), PRECIO (PESOS), VALOR (PESOS)
A0255261,00066191,ALBACORE,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",SEPTIEMBRE,TUXPAN,2468.00,2961.60,169.00,147732.00
A0255261,00066191,ALBACORE,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),SEPTIEMBRE,TUXPAN,315.00,315.00,12.00,3780.00
A0255262,00041129,BIG-EYE,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",SEPTIEMBRE,TUXPAN,2867.00,3440.40,187.00,162296.00
A0255262,00041129,BIG-EYE,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),SEPTIEMBRE,TUXPAN,162.00,162.00,12.00,1944.00
A0255263,00066167,BLUE FIN,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",SEPTIEMBRE,TUXPAN,2472.00,2966.40,169.00,145548.00
A0255263,00066167,BLUE FIN,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),SEPTIEMBRE,TUXPAN,47.00,47.00,12.00,564.00
A0255264,00027516,INTREPIDO (TABASCO 596),TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",SEPTIEMBRE,TUXPAN,929.00,1114.80,70.00,44772.00
A0255264,00027516,INTREPIDO (TABASCO 596),TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),SEPTIEMBRE,TUXPAN,101.00,101.00,12.00,1212.00
A0255265,00034389,PROPEMEX A-23-G,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",SEPTIEMBRE,TUXPAN,1347.00,1616.40,122.00,125726.00
A0255266,00073346,SCORPIO I,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",SEPTIEMBRE,TUXPAN,2272.00,2726.40,96.00,161976.00
A0255267,00007120,SCORPIO III,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",SEPTIEMBRE,TUXPAN,1417.00,1700.40,96.00,95286.00
A0255268,00039180,ROBALO XII,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",SEPTIEMBRE,TUXPAN,2231.00,2677.20,83.00,143558.00
A0255269,00073353,SCORPIO II,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",SEPTIEMBRE,TUXPAN,1923.00,2307.60,96.00,139734.00
A0255270,00066209,SKIPJACK,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",SEPTIEMBRE,TUXPAN,3410.00,4092.00,182.00,230750.00
A0255270,00066209,SKIPJACK,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),SEPTIEMBRE,TUXPAN,190.00,190.00,12.00,2280.00
A0255273,00032391,PROPEMEX Y-14-G,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,416.00,499.20,80.00,33280.00
A0255274,00066035,MARLIN,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,1868.00,2241.60,72.00,134496.00
A0255274,00066035,MARLIN,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),OCTUBRE,TUXPAN,82.00,82.00,12.00,984.00
A0255275,00066092,PAMPANO X,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,406.00,487.20,139.00,31146.00
A0255276,00045138,PAMPANO VIII,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,752.00,902.40,139.00,57716.00
A0255276,00045138,PAMPANO VIII,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),OCTUBRE,TUXPAN,42.00,42.00,12.00,504.00
A0255277,00065938,DORADO,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,1080.00,1296.00,80.00,86400.00
A0255278,00034421,EL GAVILAN (DON JORGE (PROPEMEX A16,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,331.00,397.20,90.00,29790.00
A0255278,00034421,EL GAVILAN (DON JORGE (PROPEMEX A16,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),OCTUBRE,TUXPAN,10.00,10.00,12.00,120.00
A0255283,00073353,SCORPIO II,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,5660.00,6792.00,90.00,396396.00
A0255284,00039180,ROBALO XII,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,3883.00,4659.60,102.00,310926.00
A0255287,00066217,LONGTAIL,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,2145.00,2574.00,144.00,119640.00
A0255288,00074500,YELLOWFIN,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,3695.00,4434.00,144.00,186240.00
A0255289,00027516,INTREPIDO (TABASCO 596),TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,3521.00,4225.20,54.00,124938.00
A0255289,00027516,INTREPIDO (TABASCO 596),TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),OCTUBRE,TUXPAN,107.00,107.00,12.00,1284.00
A0255290,00066001,ALETA AMARILLA,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,4170.00,5004.00,150.00,324250.00
A0255290,00066001,ALETA AMARILLA,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),OCTUBRE,TUXPAN,70.00,70.00,12.00,840.00
A0255291,00042630,ROBALO IX,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,3366.00,4039.20,80.00,269280.00
A0255292,00007120,SCORPIO III,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,7147.00,8576.40,72.00,514584.00
A0255292,00007120,SCORPIO III,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),OCTUBRE,TUXPAN,282.00,282.00,12.00,3384.00
A0255293,00066035,MARLIN,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,4805.00,5766.00,80.00,384400.00
A0255293,00066035,MARLIN,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),OCTUBRE,TUXPAN,15.00,15.00,12.00,180.00
A0255294,00066092,PAMPANO X,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,376.00,451.20,120.00,23472.00
A0255295,00045138,PAMPANO VIII,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,1498.00,1797.60,120.00,93552.00
A0255296,00066209,SKIPJACK,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,3860.00,4632.00,144.00,199320.00
A0255296,00066209,SKIPJACK,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),OCTUBRE,TUXPAN,415.00,415.00,12.00,4980.00
A0255297,00032391,PROPEMEX Y-14-G,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,2376.00,2851.20,158.00,185840.00
A0255297,00032391,PROPEMEX Y-14-G,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),OCTUBRE,TUXPAN,20.00,20.00,12.00,240.00
A0255298,00073346,SCORPIO I,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,3436.00,4123.20,72.00,247392.00
A0255298,00073346,SCORPIO I,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),OCTUBRE,TUXPAN,78.00,78.00,12.00,936.00
A0255299,00066142,ALLISON,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,4160.00,4992.00,132.00,209280.00
A0255299,00066142,ALLISON,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),OCTUBRE,TUXPAN,181.00,181.00,12.00,2172.00
A0255300,00066167,BLUE FIN,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,2600.00,3120.00,132.00,130800.00
A0255301,00041129,BIG-EYE,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,3640.00,4368.00,132.00,183120.00
A0255301,00041129,BIG-EYE,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),OCTUBRE,TUXPAN,87.00,87.00,12.00,1044.00
A0255303,00034421,EL GAVILAN (DON JORGE (PROPEMEX A16,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,552.00,662.40,75.00,41400.00
A0255304,00034389,PROPEMEX A-23-G,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,1765.00,2118.00,84.00,113370.00
A0255305,00065938,DORADO,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,3620.00,4344.00,144.00,266800.00
A0255307,00063842,DELFIN II,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",OCTUBRE,TUXPAN,3780.00,4536.00,89.00,236070.00
A0255311,00066191,ALBACORE,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,3780.00,4536.00,132.00,156480.00
A0255311,00066191,ALBACORE,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,425.00,425.00,12.00,5100.00
A0255312,00039073,PAMPANO XI,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,2217.00,2660.40,90.00,156006.00
A0255313,00032391,PROPEMEX Y-14-G,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,680.00,816.00,90.00,61200.00
A0255313,00032391,PROPEMEX Y-14-G,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,10.00,10.00,12.00,120.00
A0255314,00074500,YELLOWFIN,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,7020.00,8424.00,182.00,419900.00
A0255314,00074500,YELLOWFIN,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,23.00,23.00,12.00,276.00
A0255315,00066035,MARLIN,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,4653.00,5583.60,131.00,286470.00
A0255316,00039180,ROBALO XII,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,6130.00,7356.00,90.00,423756.00
A0255317,00066001,ALETA AMARILLA,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,3720.00,4464.00,141.00,263810.00
A0255317,00066001,ALETA AMARILLA,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,10.00,10.00,12.00,120.00
A0255318,00042630,ROBALO IX,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,4816.00,5779.20,138.00,328080.00
A0255318,00042630,ROBALO IX,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,60.00,60.00,12.00,720.00
A0255319,00027516,INTREPIDO (TABASCO 596),TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,2847.00,3416.40,43.00,70986.00
A0255319,00027516,INTREPIDO (TABASCO 596),TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,52.00,52.00,12.00,624.00
A0255320,00034389,PROPEMEX A-23-G,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,2246.00,2695.20,100.00,182380.00
A0255320,00034389,PROPEMEX A-23-G,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,16.00,16.00,12.00,192.00
A0255321,00073346,SCORPIO I,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,4251.00,5101.20,75.00,318825.00
A0255321,00073346,SCORPIO I,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,206.00,206.00,12.00,2472.00
A0255322,00073353,SCORPIO II,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,4566.00,5479.20,93.00,330879.00
A0255323,00063842,DELFIN II,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,5725.00,6870.00,78.00,328250.00
A0255324,00066167,BLUE FIN,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,9210.00,11052.00,138.00,442550.00
A0255324,00066167,BLUE FIN,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,81.00,81.00,12.00,972.00
A0255325,00007120,SCORPIO III,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,5634.00,6760.80,93.00,412290.00
A0255325,00007120,SCORPIO III,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,230.00,230.00,12.00,2760.00
A0255326,00041129,BIG-EYE,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,3978.00,4773.60,138.00,207366.00
A0255326,00041129,BIG-EYE,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,55.00,55.00,12.00,660.00
A0255327,00066142,ALLISON,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,3822.00,4586.40,138.00,199234.00
A0255327,00066142,ALLISON,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),NOVIEMBRE,TUXPAN,128.00,128.00,12.00,1536.00
A0255328,00034421,EL GAVILAN (DON JORGE (PROPEMEX A16,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",NOVIEMBRE,TUXPAN,2523.00,3027.60,153.00,195945.00
A0255329,00045138,PAMPANO VIII,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,2100.00,2520.00,134.00,146888.00
A0255330,00032391,PROPEMEX Y-14-G,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,2838.00,3405.60,70.00,198660.00
A0255331,00039073,PAMPANO XI,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,3428.00,4113.60,129.00,295390.00
A0255332,00065938,DORADO,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,3160.00,3792.00,143.00,229720.00
A0255332,00065938,DORADO,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,16.00,16.00,12.00,192.00
A0255333,00074500,YELLOWFIN,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,3675.00,4410.00,178.00,243975.00
A0255333,00074500,YELLOWFIN,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,66.00,66.00,12.00,792.00
A0255336,00039180,ROBALO XII,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,4004.00,4804.80,94.00,376376.00
A0255337,00066167,BLUE FIN,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,4550.00,5460.00,176.00,287000.00
A0255337,00066167,BLUE FIN,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,42.00,42.00,12.00,504.00
A0255338,00066142,ALLISON,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,5400.00,6480.00,140.00,240600.00
A0255338,00066142,ALLISON,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,127.00,127.00,12.00,1524.00
A0255339,00041129,BIG-EYE,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,11550.00,13860.00,140.00,570000.00
A0255339,00041129,BIG-EYE,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,524.00,524.00,12.00,6288.00
A0255339,00041129,BIG-EYE,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AZUL DESV. Y DESC. FCO.,DICIEMBRE,TUXPAN,240.00,288.00,90.00,21600.00
A0255340,00034389,PROPEMEX A-23-G,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,1553.00,1863.60,112.00,137866.00
A0255341,00073346,SCORPIO I,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,4002.00,4802.40,98.00,287412.00
A0255341,00073346,SCORPIO I,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,46.00,46.00,12.00,552.00
A0255342,00073353,SCORPIO II,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,5946.00,7135.20,99.00,439802.00
A0255342,00073353,SCORPIO II,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,297.00,297.00,12.00,3564.00
A0255345,00066001,ALETA AMARILLA,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,5360.00,6432.00,66.00,353760.00
A0255345,00066001,ALETA AMARILLA,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,125.00,125.00,12.00,1500.00
A0255346,00066035,MARLIN,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,4520.00,5424.00,66.00,298320.00
A0255346,00066035,MARLIN,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,14.00,14.00,12.00,168.00
A0255347,00042630,ROBALO IX,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,5480.00,6576.00,136.00,366320.00
A0255347,00042630,ROBALO IX,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,20.00,20.00,12.00,240.00
A0255347,00042630,ROBALO IX,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AZUL DESV. Y DESC. FCO.,DICIEMBRE,TUXPAN,220.00,264.00,80.00,17600.00
A0255348,00034421,EL GAVILAN (DON JORGE (PROPEMEX A16,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,2825.00,3390.00,66.00,186450.00
A0255348,00034421,EL GAVILAN (DON JORGE (PROPEMEX A16,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,18.00,18.00,12.00,216.00
A0255349,00032391,PROPEMEX Y-14-G,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,3230.00,3876.00,66.00,213180.00
A0255350,00027516,INTREPIDO (TABASCO 596),TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,3983.00,4779.60,76.00,225294.00
A0255350,00027516,INTREPIDO (TABASCO 596),TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,944.00,944.00,12.00,11328.00
A0255351,00007120,SCORPIO III,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,6669.00,8002.80,99.00,500533.00
A0255351,00007120,SCORPIO III,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,228.00,228.00,12.00,2736.00
A0255354,00066191,ALBACORE,TUXPAN,2012,ATUN,VERACRUZ,"ATUN ALETA AMARILLA DESV, DESC FCO (THUNNUS ALBACARES)",DICIEMBRE,TUXPAN,5193.00,6231.60,205.00,371430.00
A0255354,00066191,ALBACORE,TUXPAN,2012,ATUN,VERACRUZ,ATUN ALETA AMARILLA ENT. FCO. (THUNNUS ALBACARES),DICIEMBRE,TUXPAN,415.00,415.00,12.00,4980.00
